UF,MUNICIPIO,COBERTURA_VACINAL
AC,MARECHAL THAUMATURGO,64.5
AC,MANOEL URBANO,54.43
AC,CRUZEIRO DO SUL,52.36
AC,PORTO WALTER,51.01
AC,SENADOR GUIOMARD,49.3
AC,TARAUACÁ,46.72
AC,EPITACIOLÂNDIA,43.39
AC,BRASILÉIA,43.17
AC,RODRIGUES ALVES,39.6
AC,ACRELÂNDIA,38.97
AC,PLÁCIDO DE CASTRO,38.93
AC,XAPURI,36.52
AC,FEIJÓ,33.82
AC,BUJARI,32.86
AC,MÂNCIO LIMA,31.74
AC,JORDÃO,31.18
AC,SENA MADUREIRA,30.18
AC,ASSIS BRASIL,30.02
AC,PORTO ACRE,29.92
AC,SANTA ROSA DO PURUS,24.54
AC,RIO BRANCO,21.6
AC,CAPIXABA,15.83
AL,COITÉ DO NÓIA,121.94
AL,FELIZ DESERTO,107.05
AL,COQUEIRO SECO,106.55
AL,JACARÉ DOS HOMENS,102.61
AL,SÃO BRÁS,101.83
AL,SÃO JOSÉ DA TAPERA,101.81
AL,SÃO MIGUEL DOS MILAGRES,100.94
AL,PORTO CALVO,99.84
AL,QUEBRANGULO,99.64
AL,BRANQUINHA,98.92
AL,BELÉM,98.58
AL,TEOTÔNIO VILELA,97.04
AL,SÃO JOSÉ DA LAJE,96.54
AL,MATRIZ DE CAMARAGIBE,96.22
AL,SENADOR RUI PALMEIRA,96.05
AL,CRAÍBAS,95.55
AL,FEIRA GRANDE,95.34
AL,UNIÃO DOS PALMARES,95.13
AL,BATALHA,94.94
AL,SÃO SEBASTIÃO,94.81
AL,OLHO D'ÁGUA DAS FLORES,94.49
AL,JAPARATINGA,94.37
AL,OLIVENÇA,93.64
AL,ROTEIRO,93.6
AL,CANAPI,93.14
AL,PENEDO,92.93
AL,SANTA LUZIA DO NORTE,92.28
AL,CAMPO ALEGRE,91.93
AL,JUNDIÁ,91.44
AL,LIMOEIRO DE ANADIA,91.37
AL,OLHO D'ÁGUA DO CASADO,91.26
AL,IGACI,89.64
AL,CHÃ PRETA,89.58
AL,IGREJA NOVA,88.97
AL,SANTANA DO MUNDAÚ,88.47
AL,MARAGOGI,88.15
AL,MAR VERMELHO,87.61
AL,CORURIPE,87.01
AL,SÃO LUÍS DO QUITUNDE,86.55
AL,MONTEIRÓPOLIS,86.4
AL,BARRA DE SÃO MIGUEL,84.58
AL,PORTO DE PEDRAS,84.24
AL,PAULO JACINTO,83.75
AL,CAJUEIRO,83.13
AL,MARAVILHA,82.62
AL,SÃO MIGUEL DOS CAMPOS,80.93
AL,PILAR,80.09
AL,BOCA DA MATA,79.86
AL,RIO LARGO,79.85
AL,MARIBONDO,79.69
AL,PALESTINA,79.5
AL,TRAIPU,78.53
AL,PINDOBA,77.64
AL,JUNQUEIRO,77.04
AL,LAGOA DA CANOA,76.46
AL,JOAQUIM GOMES,74.83
AL,PÃO DE AÇÚCAR,74.76
AL,JACUÍPE,74.48
AL,CARNEIROS,74.37
AL,SANTANA DO IPANEMA,73.89
AL,MESSIAS,73.45
AL,ANADIA,73.17
AL,GIRAU DO PONCIANO,72.96
AL,PARIPUEIRA,72.84
AL,BELO MONTE,72.21
AL,MARECHAL DEODORO,71.81
AL,INHAPI,71.25
AL,ATALAIA,70.88
AL,OURO BRANCO,70.85
AL,CAMPESTRE,70.71
AL,PORTO REAL DO COLÉGIO,70.42
AL,VIÇOSA,70.05
AL,PIAÇABUÇU,69.87
AL,JARAMATAIA,69.42
AL,MINADOR DO NEGRÃO,69.09
AL,BARRA DE SANTO ANTÔNIO,69.06
AL,CACIMBINHAS,68.79
AL,NOVO LINO,65.81
AL,MAJOR ISIDORO,65.54
AL,DOIS RIACHOS,65.54
AL,ESTRELA DE ALAGOAS,64.84
AL,PIRANHAS,64.59
AL,JEQUIÁ DA PRAIA,64.28
AL,DELMIRO GOUVEIA,63.35
AL,PARICONHA,62.78
AL,ARAPIRACA,62.77
AL,TAQUARANA,62.47
AL,MACEIÓ,62.39
AL,POÇO DAS TRINCHEIRAS,61.63
AL,CAMPO GRANDE,61.36
AL,CAPELA,60.63
AL,ÁGUA BRANCA,60.34
AL,MURICI,59.24
AL,SATUBA,58.16
AL,TANQUE D'ARCA,57.8
AL,IBATEGUARA,55.33
AL,MATA GRANDE,54.65
AL,PASSO DE CAMARAGIBE,54.36
AL,OLHO D'ÁGUA GRANDE,53.09
AL,PALMEIRA DOS ÍNDIOS,50.33
AL,COLÔNIA LEOPOLDINA,47.07
AL,FLEXEIRAS,42.94
AM,TONANTINS,121.56
AM,HUMAITÁ,117.8
AM,SILVES,103.87
AM,MANICORÉ,103.84
AM,TEFÉ,103.6
AM,IRANDUBA,103.54
AM,ANORI,102.27
AM,CAREIRO,101.02
AM,URUCARÁ,95.35
AM,ALVARÃES,94.43
AM,BERURI,93.51
AM,BOA VISTA DO RAMOS,93.38
AM,SÃO PAULO DE OLIVENÇA,93.2
AM,EIRUNEPÉ,93.12
AM,NOVO ARIPUANÃ,91.71
AM,FONTE BOA,90.41
AM,SANTA ISABEL DO RIO NEGRO,85.84
AM,MANAUS,85.03
AM,SÃO GABRIEL DA CACHOEIRA,84.79
AM,MAUÉS,82.92
AM,SANTO ANTÔNIO DO IÇÁ,80.95
AM,CARAUARI,76.37
AM,AMATURÁ,73.0
AM,BENJAMIN CONSTANT,72.51
AM,LÁBREA,72.34
AM,JUTAÍ,72.05
AM,CODAJÁS,71.61
AM,TABATINGA,70.18
AM,AUTAZES,68.68
AM,COARI,67.73
AM,ITAPIRANGA,62.77
AM,MANACAPURU,60.42
AM,IPIXUNA,60.37
AM,ANAMÃ,60.21
AM,URUCURITUBA,57.29
AM,BARREIRINHA,56.74
AM,PARINTINS,56.73
AM,NHAMUNDÁ,55.6
AM,NOVO AIRÃO,55.41
AM,UARINI,55.27
AM,JAPURÁ,54.83
AM,APUÍ,54.83
AM,SÃO SEBASTIÃO DO UATUMÃ,52.17
AM,CAAPIRANGA,49.52
AM,CAREIRO DA VÁRZEA,49.26
AM,JURUÁ,48.61
AM,ITACOATIARA,46.13
AM,CANUTAMA,44.86
AM,RIO PRETO DA EVA,43.18
AM,PRESIDENTE FIGUEIREDO,43.08
AM,MARAÃ,42.5
AM,BORBA,41.05
AM,PAUINI,38.84
AM,ENVIRA,38.17
AM,GUAJARÁ,37.14
AM,BARCELOS,30.4
AM,ATALAIA DO NORTE,29.52
AM,BOCA DO ACRE,28.97
AM,NOVA OLINDA DO NORTE,28.95
AM,MANAQUIRI,26.1
AM,ITAMARATI,23.48
AM,TAPAUÁ,20.67
AP,OIAPOQUE,110.86
AP,CALÇOENE,108.65
AP,FERREIRA GOMES,107.25
AP,TARTARUGALZINHO,106.85
AP,VITÓRIA DO JARI,105.96
AP,SANTANA,105.94
AP,AMAPÁ,103.5
AP,ITAUBAL,102.51
AP,PRACUÚBA,102.26
AP,PEDRA BRANCA DO AMAPARI,98.71
AP,CUTIAS,97.4
AP,MACAPÁ,97.22
AP,PORTO GRANDE,96.67
AP,LARANJAL DO JARI,95.2
AP,MAZAGÃO,86.49
AP,SERRA DO NAVIO,85.98
BA,MAETINGA,146.74
BA,RIBEIRÃO DO LARGO,131.21
BA,RIO DE CONTAS,125.49
BA,GLÓRIA,118.91
BA,IBIRAPITANGA,113.55
BA,POÇÕES,106.29
BA,NOVO HORIZONTE,105.24
BA,PAULO AFONSO,104.66
BA,IBITIARA,103.77
BA,ANGUERA,103.76
BA,UNA,102.91
BA,SANTA TEREZINHA,101.72
BA,ANAGÉ,101.48
BA,ITAGUAÇU DA BAHIA,100.64
BA,IGUAÍ,100.28
BA,FILADÉLFIA,99.72
BA,PONTO NOVO,99.7
BA,BREJOLÂNDIA,99.31
BA,JEREMOABO,98.92
BA,SAPEAÇU,94.47
BA,PINDAÍ,94.32
BA,ANTÔNIO GONÇALVES,93.56
BA,AMARGOSA,93.25
BA,DOM BASÍLIO,93.05
BA,PINDOBAÇU,92.81
BA,CASTRO ALVES,91.89
BA,BARRA DO MENDES,91.84
BA,SANTA BRÍGIDA,91.49
BA,ITIRUÇU,91.4
BA,ITATIM,91.19
BA,ITACARÉ,90.23
BA,JAGUARARI,89.81
BA,QUEIMADAS,89.79
BA,REMANSO,89.35
BA,BARRA DA ESTIVA,88.88
BA,SENHOR DO BONFIM,88.23
BA,CANUDOS,87.25
BA,UAUÁ,86.8
BA,ITAMBÉ,86.57
BA,SEABRA,86.41
BA,PILÃO ARCADO,86.14
BA,CAMPO FORMOSO,86.06
BA,LENÇÓIS,85.39
BA,MARAÚ,85.24
BA,JUSSIAPE,85.24
BA,ÉRICO CARDOSO,84.89
BA,NOVA FÁTIMA,84.67
BA,NORDESTINA,84.43
BA,JABORANDI,83.93
BA,BONITO,83.77
BA,VALENÇA,83.6
BA,BANZAÊ,83.28
BA,RIO REAL,83.1
BA,MULUNGU DO MORRO,82.69
BA,MARACÁS,82.42
BA,BARREIRAS,82.09
BA,ITIÚBA,81.92
BA,BOQUIRA,81.74
BA,JEQUIÉ,81.57
BA,ITAGIMIRIM,81.32
BA,CORDEIROS,81.27
BA,CÂNDIDO SALES,81.05
BA,BELO CAMPO,80.42
BA,IPIRÁ,79.61
BA,CANÁPOLIS,79.53
BA,MALHADA DE PEDRAS,79.05
BA,SERROLÂNDIA,79.02
BA,TEODORO SAMPAIO,78.71
BA,IPIAÚ,78.55
BA,PALMAS DE MONTE ALTO,78.51
BA,CAPIM GROSSO,78.26
BA,PIATÃ,77.95
BA,CAIRU,77.83
BA,FEIRA DA MATA,77.69
BA,RIO DO ANTÔNIO,77.59
BA,IPUPIARA,77.43
BA,LIVRAMENTO DE NOSSA SENHORA,77.28
BA,BROTAS DE MACAÚBAS,76.5
BA,CATOLÂNDIA,76.49
BA,MUQUÉM DO SÃO FRANCISCO,76.45
BA,IBIRATAIA,76.39
BA,MACURURÉ,76.28
BA,MAIQUINIQUE,76.09
BA,PEDRO ALEXANDRE,75.98
BA,SANTANA,75.96
BA,UIBAÍ,75.87
BA,SÃO FÉLIX DO CORIBE,75.65
BA,QUIJINGUE,75.26
BA,CORRENTINA,75.2
BA,JUSSARA,75.08
BA,CABACEIRAS DO PARAGUAÇU,74.03
BA,GENTIO DO OURO,73.78
BA,CENTRAL,73.78
BA,MUCUGÊ,73.42
BA,PIRAÍ DO NORTE,73.42
BA,IRAQUARA,73.38
BA,MORTUGABA,73.37
BA,BARRA DO ROCHA,73.31
BA,CONCEIÇÃO DO COITÉ,73.19
BA,ABARÉ,72.89
BA,GUANAMBI,72.89
BA,EUNÁPOLIS,72.71
BA,OLINDINA,72.53
BA,CAETANOS,71.98
BA,SERRA PRETA,71.85
BA,SAÚDE,71.82
BA,CHORROCHÓ,71.76
BA,IBIASSUCÊ,71.59
BA,ITANAGRA,71.43
BA,SANTA RITA DE CÁSSIA,71.27
BA,UBAITABA,71.18
BA,SERRA DO RAMALHO,71.17
BA,BARRO PRETO,71.14
BA,SÃO JOSÉ DO JACUÍPE,70.99
BA,SÃO DESIDÉRIO,70.93
BA,BOM JESUS DA LAPA,70.78
BA,JIQUIRIÇÁ,70.61
BA,CAMPO ALEGRE DE LOURDES,70.37
BA,MIRANTE,70.19
BA,CANSANÇÃO,70.13
BA,ANDORINHA,69.97
BA,SEBASTIÃO LARANJEIRAS,69.72
BA,JOÃO DOURADO,69.68
BA,ITAPICURU,69.6
BA,IRECÊ,69.5
BA,BOTUPORÃ,69.5
BA,UBAÍRA,69.24
BA,IBIRAPUÃ,69.05
BA,BARRA DO CHOÇA,69.0
BA,CORONEL JOÃO SÁ,68.91
BA,ENCRUZILHADA,68.83
BA,URANDI,68.68
BA,NOVA ITARANA,68.64
BA,OLIVEIRA DOS BREJINHOS,68.47
BA,IRAMAIA,68.39
BA,PEDRÃO,68.35
BA,CONDEÚBA,68.32
BA,IBOTIRAMA,68.2
BA,BARRA,68.1
BA,PARAMIRIM,67.77
BA,PRESIDENTE JÂNIO QUADROS,67.77
BA,JACARACI,67.62
BA,BRUMADO,67.56
BA,IGAPORÃ,67.11
BA,IBITITÁ,67.07
BA,AMÉRICA DOURADA,67.06
BA,TABOCAS DO BREJO VELHO,66.99
BA,LICÍNIO DE ALMEIDA,66.95
BA,PRESIDENTE DUTRA,66.9
BA,VEREDA,66.85
BA,IUIU,66.63
BA,CAFARNAUM,66.46
BA,VÁRZEA DO POÇO,66.32
BA,WAGNER,66.21
BA,BOM JESUS DA SERRA,65.74
BA,MATINA,65.56
BA,BURITIRAMA,65.5
BA,FORMOSA DO RIO PRETO,65.49
BA,ADUSTINA,65.46
BA,VALENTE,65.43
BA,SERRA DOURADA,65.39
BA,CANDEAL,65.35
